,date,ML,Low,High
Delaware,2020-09-19,0.81,0.53,1.1
Delaware,2020-09-20,0.77,0.49,1.08
Delaware,2020-09-21,0.81,0.5,1.1
Delaware,2020-09-22,0.87,0.56,1.17
Delaware,2020-09-23,0.96,0.66,1.28
Delaware,2020-09-24,1.02,0.71,1.32
Delaware,2020-09-25,1.08,0.78,1.3900000000000001
Delaware,2020-09-26,1.1300000000000001,0.84,1.44
Delaware,2020-09-27,1.12,0.8300000000000001,1.42
Delaware,2020-09-28,1.1300000000000001,0.84,1.42
Delaware,2020-09-29,1.1300000000000001,0.84,1.41
Delaware,2020-09-30,1.18,0.91,1.47
Delaware,2020-10-01,1.2,0.9400000000000001,1.49
Delaware,2020-10-02,1.19,0.93,1.46
Delaware,2020-10-03,1.1500000000000001,0.89,1.41
Delaware,2020-10-04,1.11,0.86,1.3800000000000001
Delaware,2020-10-05,1.03,0.77,1.28
Delaware,2020-10-06,0.97,0.73,1.25
Delaware,2020-10-07,0.93,0.67,1.19
Delaware,2020-10-08,0.93,0.66,1.18
Delaware,2020-10-09,0.96,0.7000000000000001,1.23
Delaware,2020-10-10,0.99,0.73,1.26
Delaware,2020-10-11,1.01,0.75,1.28
Delaware,2020-10-12,1.02,0.76,1.29
Delaware,2020-10-13,1.01,0.76,1.29
Delaware,2020-10-14,1.01,0.76,1.29
Delaware,2020-10-15,1.01,0.75,1.27
Delaware,2020-10-16,1.01,0.75,1.27
Delaware,2020-10-17,1.03,0.77,1.29
Delaware,2020-10-18,1.02,0.76,1.28
Delaware,2020-10-19,1.02,0.77,1.29
Delaware,2020-10-20,1.01,0.76,1.28
Delaware,2020-10-21,1.0,0.75,1.27
Delaware,2020-10-22,0.99,0.73,1.25
Delaware,2020-10-23,1.0,0.75,1.27
Delaware,2020-10-24,0.98,0.73,1.25
Delaware,2020-10-25,1.02,0.77,1.29
Delaware,2020-10-26,1.05,0.8,1.32
Delaware,2020-10-27,1.09,0.84,1.35
Delaware,2020-10-28,1.1300000000000001,0.88,1.3800000000000001
Delaware,2020-10-29,1.1500000000000001,0.9,1.3900000000000001
Delaware,2020-10-30,1.1300000000000001,0.89,1.3800000000000001
Delaware,2020-10-31,1.1300000000000001,0.9,1.3800000000000001
Delaware,2020-11-01,1.09,0.85,1.32
Delaware,2020-11-02,1.07,0.85,1.32
Delaware,2020-11-03,1.07,0.84,1.3
Delaware,2020-11-04,1.08,0.86,1.32
Delaware,2020-11-05,1.1300000000000001,0.91,1.36
Delaware,2020-11-06,1.2,0.98,1.42
Delaware,2020-11-07,1.24,1.03,1.46
Delaware,2020-11-08,1.28,1.07,1.48
Delaware,2020-11-09,1.26,1.06,1.46
Delaware,2020-11-10,1.25,1.06,1.45
Delaware,2020-11-11,1.24,1.06,1.44
Delaware,2020-11-12,1.22,1.04,1.41
Delaware,2020-11-13,1.22,1.05,1.41
Delaware,2020-11-14,1.22,1.05,1.4000000000000001
Delaware,2020-11-15,1.19,1.02,1.36
Delaware,2020-11-16,1.19,1.02,1.35
Delaware,2020-11-17,1.17,1.01,1.33
Delaware,2020-11-18,1.18,1.03,1.35
Delaware,2020-11-19,1.19,1.04,1.35
Delaware,2020-11-20,1.18,1.02,1.32
Delaware,2020-11-21,1.16,1.01,1.31
Delaware,2020-11-22,1.1400000000000001,1.0,1.29
Delaware,2020-11-23,1.1300000000000001,0.99,1.28
Delaware,2020-11-24,1.11,0.97,1.25
Delaware,2020-11-25,1.1,0.96,1.24
Delaware,2020-11-26,1.09,0.9500000000000001,1.23
Delaware,2020-11-27,1.07,0.93,1.21
Delaware,2020-11-28,1.06,0.93,1.2
Delaware,2020-11-29,1.06,0.93,1.2
Delaware,2020-11-30,1.08,0.9500000000000001,1.22
Delaware,2020-12-01,1.1300000000000001,0.99,1.25
Delaware,2020-12-02,1.16,1.03,1.29
Delaware,2020-12-03,1.19,1.06,1.31
Delaware,2020-12-04,1.22,1.1,1.35
Delaware,2020-12-05,1.22,1.1,1.34
Delaware,2020-12-06,1.24,1.12,1.35
Delaware,2020-12-07,1.21,1.1,1.33
Delaware,2020-12-08,1.17,1.06,1.28
Delaware,2020-12-09,1.1400000000000001,1.03,1.25
Delaware,2020-12-10,1.09,0.99,1.21
Delaware,2020-12-11,1.05,0.9500000000000001,1.17
Delaware,2020-12-12,1.04,0.93,1.1400000000000001
Delaware,2020-12-13,1.01,0.9,1.11
Delaware,2020-12-14,1.01,0.9,1.11
Delaware,2020-12-15,0.99,0.88,1.09
Delaware,2020-12-16,0.96,0.85,1.06
Delaware,2020-12-17,0.9500000000000001,0.84,1.06
Delaware,2020-12-18,0.9,0.79,1.01
Delaware,2020-12-19,0.87,0.75,0.97
Delaware,2020-12-20,0.84,0.73,0.96
Delaware,2020-12-21,0.8200000000000001,0.7000000000000001,0.93
Delaware,2020-12-22,0.86,0.74,0.98
Delaware,2020-12-23,0.89,0.77,1.01
Delaware,2020-12-24,0.9400000000000001,0.8200000000000001,1.06
Delaware,2020-12-25,1.0,0.88,1.12
Delaware,2020-12-26,1.02,0.9,1.1400000000000001
Delaware,2020-12-27,1.02,0.9,1.1400000000000001
Delaware,2020-12-28,1.01,0.9,1.1400000000000001
Delaware,2020-12-29,1.0,0.88,1.12
Delaware,2020-12-30,1.0,0.88,1.12
Delaware,2020-12-31,0.99,0.87,1.11
Delaware,2021-01-01,1.02,0.9,1.1400000000000001
Delaware,2021-01-02,1.05,0.93,1.17
Delaware,2021-01-03,1.1,0.98,1.22
Delaware,2021-01-04,1.1400000000000001,1.02,1.25
Delaware,2021-01-05,1.1500000000000001,1.04,1.27
Delaware,2021-01-06,1.1500000000000001,1.04,1.26
Delaware,2021-01-07,1.1400000000000001,1.03,1.25
Delaware,2021-01-08,1.09,0.99,1.21
Delaware,2021-01-09,1.05,0.9500000000000001,1.17
Delaware,2021-01-10,1.02,0.91,1.1300000000000001
Delaware,2021-01-11,0.96,0.86,1.08
Delaware,2021-01-12,0.9500000000000001,0.84,1.06
Delaware,2021-01-13,0.92,0.81,1.03
Delaware,2021-01-14,0.92,0.81,1.03
Delaware,2021-01-15,0.9400000000000001,0.8300000000000001,1.05
Delaware,2021-01-16,0.9500000000000001,0.8300000000000001,1.05
Delaware,2021-01-17,0.9400000000000001,0.8300000000000001,1.06
Delaware,2021-01-18,0.93,0.8200000000000001,1.05
Delaware,2021-01-19,0.91,0.8,1.03
Delaware,2021-01-20,0.92,0.8,1.03
Delaware,2021-01-21,0.91,0.79,1.03
Delaware,2021-01-22,0.92,0.8,1.04
Delaware,2021-01-23,0.93,0.81,1.05
Delaware,2021-01-24,0.93,0.81,1.05
Delaware,2021-01-25,0.92,0.81,1.06
Delaware,2021-01-26,0.9,0.78,1.03
Delaware,2021-01-27,0.88,0.76,1.01
Delaware,2021-01-28,0.87,0.75,1.01
Delaware,2021-01-29,0.85,0.72,0.98
Delaware,2021-01-30,0.84,0.72,0.99
Delaware,2021-01-31,0.84,0.71,0.98
Delaware,2021-02-01,0.8200000000000001,0.6900000000000001,0.97
Delaware,2021-02-02,0.81,0.67,0.9500000000000001
Delaware,2021-02-03,0.76,0.62,0.91
Delaware,2021-02-04,0.76,0.61,0.91
Delaware,2021-02-05,0.77,0.62,0.93
Delaware,2021-02-06,0.8300000000000001,0.68,1.0
Delaware,2021-02-07,0.9,0.74,1.06
Delaware,2021-02-08,1.0,0.84,1.16
Delaware,2021-02-09,1.05,0.89,1.21
Delaware,2021-02-10,1.1,0.9400000000000001,1.25
Delaware,2021-02-11,1.05,0.9,1.21
Delaware,2021-02-12,1.01,0.86,1.17
Delaware,2021-02-13,0.93,0.77,1.08
Delaware,2021-02-14,0.86,0.7000000000000001,1.02
Delaware,2021-02-15,0.79,0.63,0.96
Delaware,2021-02-16,0.77,0.61,0.9500000000000001
Delaware,2021-02-17,0.78,0.61,0.96
Delaware,2021-02-18,0.8200000000000001,0.65,1.01
Delaware,2021-02-19,0.85,0.67,1.03
Delaware,2021-02-20,0.89,0.71,1.08
Delaware,2021-02-21,0.9400000000000001,0.76,1.1300000000000001
Delaware,2021-02-22,1.0,0.8200000000000001,1.19
Delaware,2021-02-23,1.04,0.86,1.23
Delaware,2021-02-24,1.06,0.89,1.26
Delaware,2021-02-25,1.08,0.9,1.26
Delaware,2021-02-26,1.05,0.88,1.24
Delaware,2021-02-27,1.04,0.87,1.23
Delaware,2021-02-28,1.01,0.84,1.2
Delaware,2021-03-01,0.98,0.81,1.17
Delaware,2021-03-02,0.9400000000000001,0.76,1.12
Delaware,2021-03-03,0.89,0.71,1.08
Delaware,2021-03-04,0.85,0.66,1.03
Delaware,2021-03-05,0.8200000000000001,0.63,1.01
Delaware,2021-03-06,0.81,0.62,1.01
Delaware,2021-03-07,0.8200000000000001,0.63,1.03
Delaware,2021-03-08,0.96,0.76,1.16
Delaware,2021-03-09,1.1,0.91,1.31
Delaware,2021-03-10,1.21,1.03,1.42
Delaware,2021-03-11,1.26,1.07,1.44
Delaware,2021-03-12,1.23,1.05,1.41
Delaware,2021-03-13,1.1500000000000001,0.98,1.34
Delaware,2021-03-14,1.11,0.9400000000000001,1.29
Delaware,2021-03-15,0.99,0.8200000000000001,1.17
Delaware,2021-03-16,0.9500000000000001,0.77,1.12
Delaware,2021-03-17,0.9,0.73,1.09
Delaware,2021-03-18,0.88,0.7000000000000001,1.06
Delaware,2021-03-19,0.89,0.71,1.08
Delaware,2021-03-20,0.9400000000000001,0.75,1.12
Delaware,2021-03-21,0.9500000000000001,0.76,1.1300000000000001
Delaware,2021-03-22,0.98,0.79,1.16
Delaware,2021-03-23,0.9500000000000001,0.76,1.1400000000000001
Delaware,2021-03-24,0.93,0.74,1.12
Delaware,2021-03-25,0.9400000000000001,0.75,1.1300000000000001
Delaware,2021-03-26,1.03,0.84,1.22
Delaware,2021-03-27,1.08,0.9,1.28
Delaware,2021-03-28,1.1300000000000001,0.9500000000000001,1.32
Delaware,2021-03-29,1.1500000000000001,0.97,1.33
Delaware,2021-03-30,1.16,0.98,1.34
Delaware,2021-03-31,1.17,0.99,1.34
Delaware,2021-04-01,1.16,0.99,1.33
Delaware,2021-04-02,1.11,0.9500000000000001,1.29
Delaware,2021-04-03,1.08,0.92,1.26
Delaware,2021-04-04,1.03,0.86,1.19
Delaware,2021-04-05,0.99,0.8300000000000001,1.17
Delaware,2021-04-06,0.97,0.81,1.1500000000000001
Delaware,2021-04-07,0.96,0.8,1.1400000000000001
Delaware,2021-04-08,0.97,0.81,1.1500000000000001
Delaware,2021-04-09,1.0,0.84,1.18
Delaware,2021-04-10,1.02,0.85,1.19
Delaware,2021-04-11,1.06,0.9,1.24
Delaware,2021-04-12,1.09,0.93,1.26
Delaware,2021-04-13,1.1,0.9400000000000001,1.27
Delaware,2021-04-14,1.08,0.92,1.24
Delaware,2021-04-15,1.05,0.89,1.21
District of Columbia,2020-03-07,2.0,0.34,6.43
District of Columbia,2020-03-08,2.35,0.48,5.72
District of Columbia,2020-03-09,2.05,0.5,4.54
District of Columbia,2020-03-10,1.8900000000000001,0.47000000000000003,3.98
District of Columbia,2020-03-11,1.78,0.48,3.67
District of Columbia,2020-03-12,1.7,0.48,3.44
District of Columbia,2020-03-13,1.6400000000000001,0.45,3.23
District of Columbia,2020-03-14,1.57,0.01,3.15
District of Columbia,2020-03-15,1.5,0.01,2.99
District of Columbia,2020-03-16,1.6500000000000001,0.09,3.09
District of Columbia,2020-03-17,1.8900000000000001,0.35000000000000003,3.3200000000000003
District of Columbia,2020-03-18,1.99,0.5700000000000001,3.3000000000000003
District of Columbia,2020-03-19,1.99,0.75,3.2
District of Columbia,2020-03-20,2.0300000000000002,0.91,3.0700000000000003
District of Columbia,2020-03-21,1.8800000000000001,0.9,2.84
District of Columbia,2020-03-22,1.87,0.99,2.73
District of Columbia,2020-03-23,1.83,1.05,2.62
District of Columbia,2020-03-24,1.79,1.07,2.49
District of Columbia,2020-03-25,1.74,1.1,2.4
District of Columbia,2020-03-26,1.67,1.07,2.2600000000000002
District of Columbia,2020-03-27,1.57,1.03,2.14
District of Columbia,2020-03-28,1.55,1.05,2.09
District of Columbia,2020-03-29,1.53,1.06,2.0300000000000002
District of Columbia,2020-03-30,1.54,1.09,2.0
District of Columbia,2020-03-31,1.54,1.1300000000000001,1.98
District of Columbia,2020-04-01,1.55,1.16,1.95
District of Columbia,2020-04-02,1.53,1.16,1.9000000000000001
District of Columbia,2020-04-03,1.5,1.16,1.86
District of Columbia,2020-04-04,1.44,1.12,1.78
District of Columbia,2020-04-05,1.42,1.12,1.75
District of Columbia,2020-04-06,1.37,1.08,1.68
District of Columbia,2020-04-07,1.31,1.02,1.59
District of Columbia,2020-04-08,1.25,0.98,1.54
District of Columbia,2020-04-09,1.18,0.92,1.47
District of Columbia,2020-04-10,1.11,0.85,1.3900000000000001
District of Columbia,2020-04-11,1.04,0.78,1.32
District of Columbia,2020-04-12,0.9500000000000001,0.6900000000000001,1.23
District of Columbia,2020-04-13,0.93,0.66,1.2
District of Columbia,2020-04-14,0.92,0.66,1.21
District of Columbia,2020-04-15,0.97,0.7000000000000001,1.25
District of Columbia,2020-04-16,1.02,0.76,1.31
District of Columbia,2020-04-17,1.1,0.8300000000000001,1.37
District of Columbia,2020-04-18,1.16,0.89,1.42
District of Columbia,2020-04-19,1.18,0.92,1.44
District of Columbia,2020-04-20,1.1500000000000001,0.9,1.41
District of Columbia,2020-04-21,1.1300000000000001,0.88,1.3800000000000001
District of Columbia,2020-04-22,1.08,0.84,1.34
District of Columbia,2020-04-23,1.05,0.8,1.29
District of Columbia,2020-04-24,1.01,0.76,1.25
District of Columbia,2020-04-25,0.96,0.72,1.22
District of Columbia,2020-04-26,0.92,0.68,1.18
District of Columbia,2020-04-27,0.91,0.66,1.17
District of Columbia,2020-04-28,0.96,0.71,1.22
District of Columbia,2020-04-29,1.04,0.79,1.3
District of Columbia,2020-04-30,1.1300000000000001,0.89,1.3900000000000001
District of Columbia,2020-05-01,1.21,0.98,1.47
District of Columbia,2020-05-02,1.24,1.0,1.47
District of Columbia,2020-05-03,1.22,1.0,1.46
District of Columbia,2020-05-04,1.18,0.97,1.42
District of Columbia,2020-05-05,1.11,0.89,1.33
District of Columbia,2020-05-06,1.07,0.86,1.3
District of Columbia,2020-05-07,1.0,0.79,1.23
District of Columbia,2020-05-08,0.96,0.74,1.18
District of Columbia,2020-05-09,0.93,0.7000000000000001,1.1400000000000001
District of Columbia,2020-05-10,0.91,0.6900000000000001,1.1400000000000001
District of Columbia,2020-05-11,0.89,0.67,1.1300000000000001
District of Columbia,2020-05-12,0.86,0.62,1.08
District of Columbia,2020-05-13,0.8200000000000001,0.59,1.07
District of Columbia,2020-05-14,0.79,0.55,1.04
District of Columbia,2020-05-15,0.78,0.53,1.03
District of Columbia,2020-05-16,0.8200000000000001,0.56,1.07
District of Columbia,2020-05-17,0.89,0.63,1.1500000000000001
District of Columbia,2020-05-18,1.0,0.74,1.26
District of Columbia,2020-05-19,1.08,0.8300000000000001,1.35
District of Columbia,2020-05-20,1.08,0.8300000000000001,1.34
District of Columbia,2020-05-21,1.08,0.84,1.35
District of Columbia,2020-05-22,1.02,0.77,1.27
District of Columbia,2020-05-23,0.96,0.71,1.22
District of Columbia,2020-05-24,0.92,0.67,1.18
District of Columbia,2020-05-25,0.85,0.59,1.11
District of Columbia,2020-05-26,0.78,0.52,1.06
District of Columbia,2020-05-27,0.77,0.5,1.05
District of Columbia,2020-05-28,0.74,0.46,1.03
District of Columbia,2020-05-29,0.77,0.49,1.08
District of Columbia,2020-05-30,0.8,0.5,1.1
District of Columbia,2020-05-31,0.8300000000000001,0.52,1.1300000000000001
District of Columbia,2020-06-01,0.87,0.56,1.18
District of Columbia,2020-06-02,0.91,0.6,1.23
District of Columbia,2020-06-03,0.9,0.59,1.23
District of Columbia,2020-06-04,0.9400000000000001,0.62,1.26
District of Columbia,2020-06-05,0.93,0.61,1.26
District of Columbia,2020-06-06,0.93,0.59,1.24
District of Columbia,2020-06-07,0.88,0.55,1.21
District of Columbia,2020-06-08,0.87,0.55,1.23
District of Columbia,2020-06-09,0.87,0.53,1.22
District of Columbia,2020-06-10,0.86,0.52,1.22
District of Columbia,2020-06-11,0.8200000000000001,0.47000000000000003,1.18
District of Columbia,2020-06-12,0.81,0.45,1.18
District of Columbia,2020-06-13,0.77,0.4,1.1500000000000001
District of Columbia,2020-06-14,0.77,0.38,1.1500000000000001
District of Columbia,2020-06-15,0.74,0.35000000000000003,1.1500000000000001
District of Columbia,2020-06-16,0.7000000000000001,0.3,1.1300000000000001
District of Columbia,2020-06-17,0.7000000000000001,0.28,1.1400000000000001
District of Columbia,2020-06-18,0.7000000000000001,0.27,1.16
District of Columbia,2020-06-19,0.75,0.3,1.22
District of Columbia,2020-06-20,0.8300000000000001,0.37,1.31
District of Columbia,2020-06-21,0.9,0.42,1.37
District of Columbia,2020-06-22,0.93,0.45,1.41
District of Columbia,2020-06-23,0.9400000000000001,0.46,1.43
District of Columbia,2020-06-24,0.92,0.45,1.43
District of Columbia,2020-06-25,0.91,0.42,1.41
District of Columbia,2020-06-26,0.87,0.37,1.37
District of Columbia,2020-06-27,0.87,0.36,1.3800000000000001
District of Columbia,2020-06-28,0.92,0.4,1.43
District of Columbia,2020-06-29,0.98,0.45,1.48
District of Columbia,2020-06-30,1.03,0.52,1.55
District of Columbia,2020-07-01,1.02,0.51,1.54
District of Columbia,2020-07-02,1.02,0.52,1.55
District of Columbia,2020-07-03,0.98,0.48,1.51
District of Columbia,2020-07-04,1.0,0.49,1.52
District of Columbia,2020-07-05,1.03,0.51,1.53
District of Columbia,2020-07-06,1.1,0.6,1.61
District of Columbia,2020-07-07,1.18,0.6900000000000001,1.68
District of Columbia,2020-07-08,1.27,0.81,1.77
District of Columbia,2020-07-09,1.3,0.84,1.76
District of Columbia,2020-07-10,1.31,0.88,1.77
District of Columbia,2020-07-11,1.27,0.85,1.71
District of Columbia,2020-07-12,1.21,0.8,1.6400000000000001
District of Columbia,2020-07-13,1.1500000000000001,0.75,1.57
District of Columbia,2020-07-14,1.09,0.68,1.49
District of Columbia,2020-07-15,1.04,0.65,1.46
District of Columbia,2020-07-16,1.04,0.64,1.44
District of Columbia,2020-07-17,1.06,0.68,1.48
District of Columbia,2020-07-18,1.12,0.72,1.5
District of Columbia,2020-07-19,1.17,0.8,1.57
District of Columbia,2020-07-20,1.19,0.8300000000000001,1.58
District of Columbia,2020-07-21,1.21,0.85,1.58
District of Columbia,2020-07-22,1.18,0.81,1.52
District of Columbia,2020-07-23,1.1300000000000001,0.78,1.48
District of Columbia,2020-07-24,1.08,0.74,1.44
District of Columbia,2020-07-25,1.04,0.6900000000000001,1.3800000000000001
District of Columbia,2020-07-26,0.98,0.63,1.32
District of Columbia,2020-07-27,0.96,0.62,1.32
District of Columbia,2020-07-28,0.92,0.56,1.26
District of Columbia,2020-07-29,0.9400000000000001,0.59,1.3
District of Columbia,2020-07-30,0.9500000000000001,0.59,1.3
District of Columbia,2020-07-31,0.96,0.61,1.33
District of Columbia,2020-08-01,0.96,0.6,1.32
District of Columbia,2020-08-02,0.96,0.61,1.34
District of Columbia,2020-08-03,0.9400000000000001,0.58,1.31
District of Columbia,2020-08-04,0.96,0.58,1.31
District of Columbia,2020-08-05,0.96,0.6,1.34
District of Columbia,2020-08-06,1.0,0.64,1.3800000000000001
District of Columbia,2020-08-07,1.04,0.67,1.4000000000000001
District of Columbia,2020-08-08,1.06,0.7000000000000001,1.43
District of Columbia,2020-08-09,1.08,0.73,1.45
District of Columbia,2020-08-10,1.08,0.72,1.43
District of Columbia,2020-08-11,1.08,0.74,1.45
District of Columbia,2020-08-12,1.06,0.72,1.42
District of Columbia,2020-08-13,1.01,0.66,1.36
District of Columbia,2020-08-14,0.97,0.61,1.31
District of Columbia,2020-08-15,0.91,0.56,1.27
District of Columbia,2020-08-16,0.85,0.48,1.2
District of Columbia,2020-08-17,0.8200000000000001,0.45,1.19
District of Columbia,2020-08-18,0.77,0.39,1.1500000000000001
District of Columbia,2020-08-19,0.79,0.4,1.18
District of Columbia,2020-08-20,0.8300000000000001,0.44,1.24
District of Columbia,2020-08-21,0.86,0.46,1.27
District of Columbia,2020-08-22,0.93,0.52,1.34
District of Columbia,2020-08-23,0.97,0.55,1.37
District of Columbia,2020-08-24,1.0,0.58,1.4000000000000001
District of Columbia,2020-08-25,1.03,0.63,1.45
District of Columbia,2020-08-26,1.04,0.65,1.47
District of Columbia,2020-08-27,1.03,0.63,1.44
District of Columbia,2020-08-28,1.01,0.61,1.42
District of Columbia,2020-08-29,0.99,0.58,1.3900000000000001
District of Columbia,2020-08-30,0.96,0.56,1.3800000000000001
District of Columbia,2020-08-31,0.92,0.5,1.32
District of Columbia,2020-09-01,0.92,0.51,1.34
District of Columbia,2020-09-02,0.9,0.47000000000000003,1.31
District of Columbia,2020-09-03,0.91,0.48,1.33
District of Columbia,2020-09-04,0.92,0.49,1.35
District of Columbia,2020-09-05,0.9,0.47000000000000003,1.34
District of Columbia,2020-09-06,0.93,0.49,1.37
District of Columbia,2020-09-07,0.92,0.49,1.3800000000000001
District of Columbia,2020-09-08,0.9400000000000001,0.5,1.4000000000000001
District of Columbia,2020-09-09,0.9500000000000001,0.5,1.4000000000000001
District of Columbia,2020-09-10,0.97,0.51,1.41
District of Columbia,2020-09-11,0.99,0.55,1.46
District of Columbia,2020-09-12,1.04,0.59,1.49
District of Columbia,2020-09-13,1.08,0.63,1.52
District of Columbia,2020-09-14,1.1400000000000001,0.71,1.59
District of Columbia,2020-09-15,1.12,0.68,1.54
District of Columbia,2020-09-16,1.1300000000000001,0.71,1.56
District of Columbia,2020-09-17,1.1,0.6900000000000001,1.53
District of Columbia,2020-09-18,1.06,0.63,1.46
District of Columbia,2020-09-19,1.0,0.58,1.41
District of Columbia,2020-09-20,0.93,0.52,1.36
District of Columbia,2020-09-21,0.9,0.47000000000000003,1.32
District of Columbia,2020-09-22,0.89,0.46,1.32
District of Columbia,2020-09-23,0.89,0.47000000000000003,1.35
District of Columbia,2020-09-24,0.89,0.45,1.34
District of Columbia,2020-09-25,0.91,0.47000000000000003,1.37
District of Columbia,2020-09-26,0.92,0.48,1.3900000000000001
District of Columbia,2020-09-27,0.92,0.48,1.4000000000000001
District of Columbia,2020-09-28,0.88,0.42,1.35
District of Columbia,2020-09-29,0.87,0.4,1.34
District of Columbia,2020-09-30,0.88,0.42,1.3800000000000001
District of Columbia,2020-10-01,0.93,0.45,1.42
District of Columbia,2020-10-02,0.98,0.51,1.48
District of Columbia,2020-10-03,1.09,0.62,1.58
District of Columbia,2020-10-04,1.22,0.75,1.68
District of Columbia,2020-10-05,1.32,0.89,1.79
District of Columbia,2020-10-06,1.36,0.9400000000000001,1.8
District of Columbia,2020-10-07,1.34,0.93,1.75
District of Columbia,2020-10-08,1.29,0.9,1.69
District of Columbia,2020-10-09,1.24,0.87,1.6400000000000001
District of Columbia,2020-10-10,1.1400000000000001,0.77,1.53
District of Columbia,2020-10-11,1.07,0.71,1.46
District of Columbia,2020-10-12,0.99,0.62,1.37
District of Columbia,2020-10-13,0.9400000000000001,0.5700000000000001,1.33
District of Columbia,2020-10-14,0.92,0.53,1.29
District of Columbia,2020-10-15,0.91,0.52,1.29
District of Columbia,2020-10-16,0.9,0.52,1.3
District of Columbia,2020-10-17,0.93,0.55,1.34
District of Columbia,2020-10-18,0.91,0.52,1.32
District of Columbia,2020-10-19,0.92,0.53,1.34
District of Columbia,2020-10-20,0.92,0.5,1.31
District of Columbia,2020-10-21,0.9400000000000001,0.53,1.35
District of Columbia,2020-10-22,1.0,0.59,1.41
District of Columbia,2020-10-23,1.04,0.65,1.47
District of Columbia,2020-10-24,1.12,0.71,1.51
District of Columbia,2020-10-25,1.17,0.79,1.58
District of Columbia,2020-10-26,1.24,0.86,1.62
District of Columbia,2020-10-27,1.26,0.9,1.6400000000000001
District of Columbia,2020-10-28,1.25,0.91,1.6300000000000001
District of Columbia,2020-10-29,1.23,0.9,1.6
District of Columbia,2020-10-30,1.21,0.88,1.56
District of Columbia,2020-10-31,1.17,0.84,1.5
District of Columbia,2020-11-01,1.16,0.84,1.49
District of Columbia,2020-11-02,1.1,0.78,1.42
District of Columbia,2020-11-03,1.08,0.77,1.41
District of Columbia,2020-11-04,1.04,0.72,1.35
District of Columbia,2020-11-05,1.02,0.71,1.34
District of Columbia,2020-11-06,1.03,0.72,1.35
District of Columbia,2020-11-07,1.03,0.73,1.36
District of Columbia,2020-11-08,1.08,0.77,1.3900000000000001
District of Columbia,2020-11-09,1.1500000000000001,0.85,1.46
District of Columbia,2020-11-10,1.21,0.92,1.51
District of Columbia,2020-11-11,1.27,0.98,1.55
District of Columbia,2020-11-12,1.28,1.0,1.55
District of Columbia,2020-11-13,1.25,0.99,1.53
District of Columbia,2020-11-14,1.25,0.99,1.51
District of Columbia,2020-11-15,1.2,0.96,1.47
District of Columbia,2020-11-16,1.2,0.96,1.46
District of Columbia,2020-11-17,1.17,0.9400000000000001,1.43
District of Columbia,2020-11-18,1.1300000000000001,0.9,1.3800000000000001
District of Columbia,2020-11-19,1.1,0.86,1.33
District of Columbia,2020-11-20,1.08,0.85,1.32
District of Columbia,2020-11-21,1.02,0.8,1.27
District of Columbia,2020-11-22,1.0,0.77,1.24
District of Columbia,2020-11-23,0.9500000000000001,0.72,1.19
District of Columbia,2020-11-24,0.9400000000000001,0.71,1.18
District of Columbia,2020-11-25,1.0,0.77,1.24
District of Columbia,2020-11-26,1.06,0.84,1.31
District of Columbia,2020-11-27,1.12,0.89,1.35
District of Columbia,2020-11-28,1.1500000000000001,0.92,1.37
District of Columbia,2020-11-29,1.1300000000000001,0.91,1.36
District of Columbia,2020-11-30,1.1,0.88,1.32
District of Columbia,2020-12-01,1.11,0.9,1.34
District of Columbia,2020-12-02,1.12,0.91,1.34
District of Columbia,2020-12-03,1.18,0.98,1.4000000000000001
District of Columbia,2020-12-04,1.21,1.01,1.42
District of Columbia,2020-12-05,1.22,1.03,1.43
District of Columbia,2020-12-06,1.23,1.04,1.43
District of Columbia,2020-12-07,1.2,1.02,1.4000000000000001
District of Columbia,2020-12-08,1.1500000000000001,0.97,1.34
District of Columbia,2020-12-09,1.08,0.91,1.28
District of Columbia,2020-12-10,1.0,0.8300000000000001,1.2
District of Columbia,2020-12-11,0.9400000000000001,0.76,1.1300000000000001
District of Columbia,2020-12-12,0.91,0.72,1.09
District of Columbia,2020-12-13,0.91,0.73,1.11
District of Columbia,2020-12-14,0.9500000000000001,0.76,1.1400000000000001
District of Columbia,2020-12-15,0.98,0.79,1.17
District of Columbia,2020-12-16,0.99,0.8,1.18
District of Columbia,2020-12-17,0.99,0.81,1.19
District of Columbia,2020-12-18,0.99,0.8,1.18
District of Columbia,2020-12-19,0.96,0.77,1.1500000000000001
District of Columbia,2020-12-20,0.9500000000000001,0.77,1.16
District of Columbia,2020-12-21,0.9400000000000001,0.75,1.1400000000000001
District of Columbia,2020-12-22,0.89,0.6900000000000001,1.08
District of Columbia,2020-12-23,0.87,0.68,1.08
District of Columbia,2020-12-24,0.89,0.6900000000000001,1.1
District of Columbia,2020-12-25,0.93,0.73,1.1400000000000001
District of Columbia,2020-12-26,1.01,0.81,1.22
District of Columbia,2020-12-27,1.04,0.85,1.26
District of Columbia,2020-12-28,1.06,0.86,1.26
District of Columbia,2020-12-29,1.11,0.91,1.31
District of Columbia,2020-12-30,1.09,0.89,1.28
District of Columbia,2020-12-31,1.05,0.86,1.25
District of Columbia,2021-01-01,1.04,0.85,1.24
District of Columbia,2021-01-02,1.0,0.81,1.2
District of Columbia,2021-01-03,0.99,0.8,1.19
District of Columbia,2021-01-04,1.0,0.81,1.2
District of Columbia,2021-01-05,1.03,0.84,1.23
